JuncType	Event_ID	Event_Group	chr	strand	GeneID	geneSymbol	Gene_Event_ID	Gene_Event_Type	DSE_Category	Control_vs_shRING1A.B	Control_vs_shRYBP	shRYBP_vs_shRING1A.B
JC	Event_2636	Skipped Exon	chrX	+	ENSG00000094631	HDAC6	2	Skipped Exon_2			0.176	-0.203
JCEC	Event_2635	Skipped Exon	chrX	+	ENSG00000094631	HDAC6	1	Skipped Exon_1			0.101	-0.113
JCEC	Event_2636	Skipped Exon	chrX	+	ENSG00000094631	HDAC6	2	Skipped Exon_2			0.176	-0.203
JC	Event_4410	Skipped Exon	chr12	-	ENSG00000094914	AAAS	1	Skipped Exon_1				-0.111
JCEC	Event_4410	Skipped Exon	chr12	-	ENSG00000094914	AAAS	1	Skipped Exon_1				-0.111
JC	Event_2213	Skipped Exon	chr1	+	ENSG00000094975	SUCO	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.138	-0.138	
JC	Event_3285	Skipped Exon	chr1	+	ENSG00000094975	SUCO	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.211		
JCEC	Event_2213	Skipped Exon	chr1	+	ENSG00000094975	SUCO	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.138	-0.138	
JCEC	Event_3285	Skipped Exon	chr1	+	ENSG00000094975	SUCO	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.211		
JC	Event_114	Alternative 5' Splice Site	chr19	-	ENSG00000095059	DHPS	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.693	
JC	Event_264	Alternative 5' Splice Site	chr19	-	ENSG00000095059	DHPS	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.245		
JCEC	Event_114	Alternative 5' Splice Site	chr19	-	ENSG00000095059	DHPS	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.693	
JCEC	Event_264	Alternative 5' Splice Site	chr19	-	ENSG00000095059	DHPS	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.245		
JC	Event_2380	Skipped Exon	chr9	-	ENSG00000095321	CRAT	1	Skipped Exon_1			0.159	-0.107
JCEC	Event_2380	Skipped Exon	chr9	-	ENSG00000095321	CRAT	1	Skipped Exon_1			0.159	-0.107
JC	Event_2853	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	1	Skipped Exon_1			0.241	-0.241
JC	Event_3765	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.434		
JC	Event_3766	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.425		
JCEC	Event_2853	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	1	Skipped Exon_1			0.241	-0.241
JCEC	Event_5172	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	4	Skipped Exon_4	Unique to shRING1A.B vs Control	0.438		
JCEC	Event_5173	Skipped Exon	chr10	-	ENSG00000095637	SORBS1	5	Skipped Exon_5	Unique to shRING1A.B vs Control	0.429		
JC	Event_3389	Skipped Exon	chr10	+	ENSG00000095787	WAC	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.12		
JCEC	Event_5060	Skipped Exon	chr10	+	ENSG00000095787	WAC	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.126		
JC	Event_2838	Skipped Exon	chr10	+	ENSG00000095794	CREM	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.384	
JC	Event_2839	Skipped Exon	chr10	+	ENSG00000095794	CREM	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.333	0.399	
JC	Event_3757	Skipped Exon	chr10	+	ENSG00000095794	CREM	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.137		
JC	Event_4488	Skipped Exon	chr10	+	ENSG00000095794	CREM	4	Skipped Exon_4				0.252
JCEC	Event_2838	Skipped Exon	chr10	+	ENSG00000095794	CREM	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.384	
JCEC	Event_2839	Skipped Exon	chr10	+	ENSG00000095794	CREM	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	0.333	0.399	
JCEC	Event_3757	Skipped Exon	chr10	+	ENSG00000095794	CREM	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.137		
JCEC	Event_5394	Skipped Exon	chr10	+	ENSG00000095794	CREM	5	Skipped Exon_5				0.228
JC	Event_1471	Retained Intron	chr16	+	ENSG00000095906	NUBP2	1	Retained Intron_1				-0.178
JCEC	Event_1471	Retained Intron	chr16	+	ENSG00000095906	NUBP2	1	Retained Intron_1				-0.178
JC	Event_865	Mutually Exclusive Exon	chr6	+	ENSG00000096070	BRPF3	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		-0.225	
JCEC	Event_1124	Mutually Exclusive Exon	chr6	+	ENSG00000096070	BRPF3	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.218	
JC	Event_1271	Retained Intron	chr6	+	ENSG00000096093	EFHC1	1	Retained Intron_1			-0.245	0.221
JCEC	Event_1551	Retained Intron	chr6	+	ENSG00000096093	EFHC1	2	Retained Intron_2			-0.155	0.159
JC	Event_2719	Skipped Exon	chr9	-	ENSG00000099219	ERMP1	1	Skipped Exon_1	Unique to shRYBP vs Control		0.347	
JCEC	Event_4865	Skipped Exon	chr9	-	ENSG00000099219	ERMP1	2	Skipped Exon_2	Unique to shRYBP vs Control		0.348	
JC	Event_3761	Skipped Exon	chr10	+	ENSG00000099290	WASHC2A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.141		
JCEC	Event_5170	Skipped Exon	chr10	+	ENSG00000099290	WASHC2A	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.143		
JC	Event_66	Alternative 5' Splice Site	chr19	+	ENSG00000099330	OCEL1	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.123	-0.165	
JCEC	Event_66	Alternative 5' Splice Site	chr19	+	ENSG00000099330	OCEL1	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.123	-0.165	
JC	Event_3925	Skipped Exon	chr16	+	ENSG00000099377	HSD3B7	1	Skipped Exon_1				-0.126
JCEC	Event_3925	Skipped Exon	chr16	+	ENSG00000099377	HSD3B7	1	Skipped Exon_1				-0.126
JC	Event_1287	Retained Intron	chr19	+	ENSG00000099622	CIRBP	1	Retained Intron_1	Unique to shRYBP vs Control		-0.474	
JC	Event_4184	Skipped Exon	chr19	+	ENSG00000099622	CIRBP	1	Skipped Exon_1				0.917
JCEC	Event_5052	Skipped Exon	chr19	+	ENSG00000099622	CIRBP	2	Skipped Exon_2	Same Direction	0.845		0.845
JC	Event_1230	Retained Intron	chr19	+	ENSG00000099624	ATP5F1D	1	Retained Intron_1			-0.148	0.166
JCEC	Event_1516	Retained Intron	chr19	+	ENSG00000099624	ATP5F1D	2	Retained Intron_2			-0.154	0.16
JC	Event_1037	Mutually Exclusive Exon	chr19	+	ENSG00000099785	MARCH2	1	Mutually Exclusive Exon_1				0.175
JC	Event_1253	Retained Intron	chr19	+	ENSG00000099797	TECR	1	Retained Intron_1	Unique to shRYBP vs Control		-0.111	
JCEC	Event_1253	Retained Intron	chr19	+	ENSG00000099797	TECR	1	Retained Intron_1	Unique to shRYBP vs Control		-0.111	
JC	Event_172	Alternative 5' Splice Site	chr19	-	ENSG00000099875	MKNK2	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.113		
JC	Event_2972	Skipped Exon	chr19	-	ENSG00000099875	MKNK2	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.101		
JCEC	Event_445	Alternative 5' Splice Site	chr19	-	ENSG00000099875	MKNK2	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.111		
JCEC	Event_4944	Skipped Exon	chr19	-	ENSG00000099875	MKNK2	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.11		
JC	Event_2949	Skipped Exon	chr22	-	ENSG00000099889	ARVCF	1	Skipped Exon_1	Same Direction	-0.222		-0.323
JCEC	Event_2949	Skipped Exon	chr22	-	ENSG00000099889	ARVCF	1	Skipped Exon_1	Same Direction	-0.222		-0.323
JC	Event_511	Alternative 3' Splice Site	chr22	+	ENSG00000099956	SMARCB1	1	Alternative 3' Splice Site_1			-0.178	0.161
JCEC	Event_1684	Retained Intron	chr22	+	ENSG00000099956	SMARCB1	1	Retained Intron_1				-0.166
JCEC	Event_511	Alternative 3' Splice Site	chr22	+	ENSG00000099956	SMARCB1	1	Alternative 3' Splice Site_1			-0.178	0.161
JCEC	Event_795	Alternative 3' Splice Site	chr22	+	ENSG00000099956	SMARCB1	2	Alternative 3' Splice Site_2	Same Direction	-0.268		-0.252
JC	Event_1330	Retained Intron	chr22	+	ENSG00000100023	PPIL2	1	Retained Intron_1	Unique to shRYBP vs Control		-0.755	
JC	Event_136	Alternative 5' Splice Site	chr22	+	ENSG00000100023	PPIL2	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.103	-0.111	
JCEC	Event_136	Alternative 5' Splice Site	chr22	+	ENSG00000100023	PPIL2	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.103	-0.111	
JCEC	Event_1596	Retained Intron	chr22	+	ENSG00000100023	PPIL2	2	Retained Intron_2	Unique to shRYBP vs Control		-0.812	
JC	Event_1035	Mutually Exclusive Exon	chr22	+	ENSG00000100031	GGT1	1	Mutually Exclusive Exon_1				-0.167
JC	Event_1744	Skipped Exon	chr22	+	ENSG00000100031	GGT1	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.279	0.304	
JC	Event_1745	Skipped Exon	chr22	+	ENSG00000100031	GGT1	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.103	
JC	Event_2946	Skipped Exon	chr22	+	ENSG00000100031	GGT1	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.144		
JC	Event_848	Mutually Exclusive Exon	chr22	+	ENSG00000100031	GGT1	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		0.109	
JCEC	Event_1035	Mutually Exclusive Exon	chr22	+	ENSG00000100031	GGT1	1	Mutually Exclusive Exon_1				-0.167
JCEC	Event_1745	Skipped Exon	chr22	+	ENSG00000100031	GGT1	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.103	
JCEC	Event_4548	Skipped Exon	chr22	+	ENSG00000100031	GGT1	4	Skipped Exon_4	Common to shRING1A.B and shRYBP	0.255	0.269	
JCEC	Event_4936	Skipped Exon	chr22	+	ENSG00000100031	GGT1	5	Skipped Exon_5	Unique to shRING1A.B vs Control	0.117		
JC	Event_1390	Retained Intron	chr22	-	ENSG00000100034	PPM1F	1	Retained Intron_1	Same Direction	-0.611		-0.375
JCEC	Event_1643	Retained Intron	chr22	-	ENSG00000100034	PPM1F	2	Retained Intron_2	Same Direction	-0.469		-0.428
JC	Event_1849	Skipped Exon	chr22	-	ENSG00000100038	TOP3B	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.273	
JC	Event_629	Alternative 3' Splice Site	chr22	-	ENSG00000100038	TOP3B	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.205		
JCEC	Event_5225	Skipped Exon	chr22	-	ENSG00000100038	TOP3B	2	Skipped Exon_2				-0.221
JCEC	Event_629	Alternative 3' Splice Site	chr22	-	ENSG00000100038	TOP3B	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.205		
JC	Event_3840	Skipped Exon	chr22	+	ENSG00000100083	GGA1	1	Skipped Exon_1				-0.184
JC	Event_3841	Skipped Exon	chr22	+	ENSG00000100083	GGA1	2	Skipped Exon_2				-0.116
JCEC	Event_3840	Skipped Exon	chr22	+	ENSG00000100083	GGA1	1	Skipped Exon_1				-0.184
JCEC	Event_5198	Skipped Exon	chr22	+	ENSG00000100083	GGA1	3	Skipped Exon_3				-0.115
JC	Event_3845	Skipped Exon	chr22	-	ENSG00000100099	HPS4	1	Skipped Exon_1				-0.118
JCEC	Event_5200	Skipped Exon	chr22	-	ENSG00000100099	HPS4	2	Skipped Exon_2				-0.132
JC	Event_298	Alternative 5' Splice Site	chr22	+	ENSG00000100150	DEPDC5	1	Alternative 5' Splice Site_1				-0.377
JC	Event_4	Alternative 5' Splice Site	chr22	+	ENSG00000100150	DEPDC5	2	Alternative 5' Splice Site_2			0.252	-0.357
JCEC	Event_298	Alternative 5' Splice Site	chr22	+	ENSG00000100150	DEPDC5	1	Alternative 5' Splice Site_1				-0.377
JCEC	Event_4	Alternative 5' Splice Site	chr22	+	ENSG00000100150	DEPDC5	2	Alternative 5' Splice Site_2			0.252	-0.357
JC	Event_3839	Skipped Exon	chr22	+	ENSG00000100211	CBY1	1	Skipped Exon_1				-0.347
JCEC	Event_4935	Skipped Exon	chr22	+	ENSG00000100211	CBY1	2	Skipped Exon_2	Same Direction	-0.31		-0.35
JC	Event_1034	Mutually Exclusive Exon	chr22	+	ENSG00000100239	PPP6R2	1	Mutually Exclusive Exon_1				0.118
JCEC	Event_1034	Mutually Exclusive Exon	chr22	+	ENSG00000100239	PPP6R2	1	Mutually Exclusive Exon_1				0.118
JC	Event_3837	Skipped Exon	chr22	-	ENSG00000100241	SBF1	1	Skipped Exon_1				-0.146
JCEC	Event_3837	Skipped Exon	chr22	-	ENSG00000100241	SBF1	1	Skipped Exon_1				-0.146
JC	Event_3134	Skipped Exon	chr22	+	ENSG00000100284	TOM1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.126		
JCEC	Event_3134	Skipped Exon	chr22	+	ENSG00000100284	TOM1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.126		
JC	Event_169	Alternative 5' Splice Site	chr22	-	ENSG00000100288	CHKB	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.24		
JC	Event_1756	Skipped Exon	chr22	-	ENSG00000100288	CHKB	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.296	0.226	
JC	Event_2954	Skipped Exon	chr22	-	ENSG00000100288	CHKB	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.131		
JCEC	Event_169	Alternative 5' Splice Site	chr22	-	ENSG00000100288	CHKB	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	0.24		
JCEC	Event_1756	Skipped Exon	chr22	-	ENSG00000100288	CHKB	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.296	0.226	
JCEC	Event_2954	Skipped Exon	chr22	-	ENSG00000100288	CHKB	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.131		
JC	Event_1743	Skipped Exon	chr22	-	ENSG00000100325	ASCC2	1	Skipped Exon_1			-0.184	0.127
JC	Event_2944	Skipped Exon	chr22	-	ENSG00000100325	ASCC2	2	Skipped Exon_2	Same Direction	0.667		0.333
JC	Event_507	Alternative 3' Splice Site	chr22	-	ENSG00000100325	ASCC2	1	Alternative 3' Splice Site_1	Unique to shRYBP vs Control		-0.102	
JCEC	Event_1743	Skipped Exon	chr22	-	ENSG00000100325	ASCC2	1	Skipped Exon_1			-0.184	0.127
JCEC	Event_2944	Skipped Exon	chr22	-	ENSG00000100325	ASCC2	2	Skipped Exon_2	Same Direction	0.667		0.333
JCEC	Event_507	Alternative 3' Splice Site	chr22	-	ENSG00000100325	ASCC2	1	Alternative 3' Splice Site_1	Unique to shRYBP vs Control		-0.102	
JC	Event_1356	Retained Intron	chr22	+	ENSG00000100359	SGSM3	1	Retained Intron_1	Unique to shRING1A.B vs Control	-0.154		
JC	Event_1437	Retained Intron	chr22	+	ENSG00000100359	SGSM3	2	Retained Intron_2				0.155
JCEC	Event_1616	Retained Intron	chr22	+	ENSG00000100359	SGSM3	3	Retained Intron_3	Unique to shRING1A.B vs Control	-0.16		
JCEC	Event_1682	Retained Intron	chr22	+	ENSG00000100359	SGSM3	4	Retained Intron_4				0.136
JC	Event_49	Alternative 5' Splice Site	chr22	+	ENSG00000100416	TRMU	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	0.132	0.126	
JCEC	Event_49	Alternative 5' Splice Site	chr22	+	ENSG00000100416	TRMU	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	0.132	0.126	
JC	Event_1738	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.305	
JC	Event_1960	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.667	
JC	Event_3092	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.139		
JC	Event_3093	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	4	Skipped Exon_4	Same Direction	0.41		0.304
JC	Event_34	Alternative 5' Splice Site	chr22	-	ENSG00000100429	HDAC10	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.259	
JCEC	Event_1122	Mutually Exclusive Exon	chr22	-	ENSG00000100429	HDAC10	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		-0.109	
JCEC	Event_1168	Mutually Exclusive Exon	chr22	-	ENSG00000100429	HDAC10	2	Mutually Exclusive Exon_2	Unique to shRING1A.B vs Control	-0.269		
JCEC	Event_1738	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.305	
JCEC	Event_3092	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	3	Skipped Exon_3	Unique to shRING1A.B vs Control	0.139		
JCEC	Event_3093	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	4	Skipped Exon_4	Same Direction	0.41		0.304
JCEC	Event_34	Alternative 5' Splice Site	chr22	-	ENSG00000100429	HDAC10	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.259	
JCEC	Event_4615	Skipped Exon	chr22	-	ENSG00000100429	HDAC10	5	Skipped Exon_5	Unique to shRYBP vs Control		-0.667	
JC	Event_1099	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	1	Mutually Exclusive Exon_1				0.299
JC	Event_1100	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	2	Mutually Exclusive Exon_2				0.156
JC	Event_1101	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	3	Mutually Exclusive Exon_3				0.424
JC	Event_3733	Skipped Exon	chr14	-	ENSG00000100461	RBM23	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.176		
JC	Event_941	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	4	Mutually Exclusive Exon_4	Common to shRING1A.B and shRYBP	-0.178	-0.374	
JC	Event_942	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	5	Mutually Exclusive Exon_5	Common to shRING1A.B and shRYBP	-0.215	-0.29	
JCEC	Event_1099	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	1	Mutually Exclusive Exon_1				0.299
JCEC	Event_1100	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	2	Mutually Exclusive Exon_2				0.156
JCEC	Event_1101	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	3	Mutually Exclusive Exon_3				0.424
JCEC	Event_3733	Skipped Exon	chr14	-	ENSG00000100461	RBM23	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.176		
JCEC	Event_941	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	4	Mutually Exclusive Exon_4	Common to shRING1A.B and shRYBP	-0.178	-0.374	
JCEC	Event_942	Mutually Exclusive Exon	chr14	-	ENSG00000100461	RBM23	5	Mutually Exclusive Exon_5	Common to shRING1A.B and shRYBP	-0.215	-0.29	
JC	Event_1476	Retained Intron	chr14	-	ENSG00000100462	PRMT5	1	Retained Intron_1				0.187
JCEC	Event_1709	Retained Intron	chr14	-	ENSG00000100462	PRMT5	2	Retained Intron_2				0.249
JC	Event_671	Alternative 3' Splice Site	chr14	-	ENSG00000100483	VCPKMT	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	-0.636		
JCEC	Event_671	Alternative 3' Splice Site	chr14	-	ENSG00000100483	VCPKMT	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	-0.636		
JC	Event_165	Alternative 5' Splice Site	chr14	-	ENSG00000100505	TRIM9	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.164	
JCEC	Event_165	Alternative 5' Splice Site	chr14	-	ENSG00000100505	TRIM9	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.164	
JC	Event_3487	Skipped Exon	chr14	-	ENSG00000100523	DDHD1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.181		
JCEC	Event_3487	Skipped Exon	chr14	-	ENSG00000100523	DDHD1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.181		
JC	Event_1111	Mutually Exclusive Exon	chr14	+	ENSG00000100526	CDKN3	1	Mutually Exclusive Exon_1				0.169
JC	Event_3833	Skipped Exon	chr14	+	ENSG00000100526	CDKN3	1	Skipped Exon_1	Same Direction	0.163		0.154
JCEC	Event_1219	Mutually Exclusive Exon	chr14	+	ENSG00000100526	CDKN3	2	Mutually Exclusive Exon_2				0.15
JCEC	Event_3833	Skipped Exon	chr14	+	ENSG00000100526	CDKN3	1	Skipped Exon_1	Same Direction	0.163		0.154
JC	Event_3782	Skipped Exon	chr14	+	ENSG00000100599	RIN3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.122		
JCEC	Event_3782	Skipped Exon	chr14	+	ENSG00000100599	RIN3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.122		
JC	Event_1436	Retained Intron	chr14	+	ENSG00000100650	SRSF5	1	Retained Intron_1	Same Direction	-0.3		-0.262
JCEC	Event_1680	Retained Intron	chr14	+	ENSG00000100650	SRSF5	2	Retained Intron_2	Same Direction	-0.305		-0.282
JC	Event_3969	Skipped Exon	chr14	+	ENSG00000100711	ZFYVE21	1	Skipped Exon_1				-0.115
JCEC	Event_3969	Skipped Exon	chr14	+	ENSG00000100711	ZFYVE21	1	Skipped Exon_1				-0.115
JC	Event_1416	Retained Intron	chr14	+	ENSG00000100722	ZC3H14	1	Retained Intron_1	Unique to shRING1A.B vs Control	0.667		
JC	Event_1417	Retained Intron	chr14	+	ENSG00000100722	ZC3H14	2	Retained Intron_2	Unique to shRING1A.B vs Control	-0.367		
JC	Event_273	Alternative 5' Splice Site	chr14	+	ENSG00000100722	ZC3H14	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.398		
JC	Event_274	Alternative 5' Splice Site	chr14	+	ENSG00000100722	ZC3H14	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.117		
JC	Event_3565	Skipped Exon	chr14	+	ENSG00000100722	ZC3H14	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JCEC	Event_1659	Retained Intron	chr14	+	ENSG00000100722	ZC3H14	3	Retained Intron_3	Unique to shRING1A.B vs Control	0.667		
JCEC	Event_273	Alternative 5' Splice Site	chr14	+	ENSG00000100722	ZC3H14	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.398		
JCEC	Event_274	Alternative 5' Splice Site	chr14	+	ENSG00000100722	ZC3H14	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.117		
JC	Event_3834	Skipped Exon	chr14	+	ENSG00000100731	PCNX1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JCEC	Event_3834	Skipped Exon	chr14	+	ENSG00000100731	PCNX1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.109		
JC	Event_4515	Skipped Exon	chr14	+	ENSG00000100889	PCK2	1	Skipped Exon_1				-0.127
JCEC	Event_1610	Retained Intron	chr14	+	ENSG00000100889	PCK2	1	Retained Intron_1	Common to shRING1A.B and shRYBP	-0.508	-0.474	
JCEC	Event_4515	Skipped Exon	chr14	+	ENSG00000100889	PCK2	1	Skipped Exon_1				-0.127
JC	Event_3245	Skipped Exon	chr14	+	ENSG00000100890	KIAA0391	1	Skipped Exon_1	Same Direction	0.118		0.121
JCEC	Event_3245	Skipped Exon	chr14	+	ENSG00000100890	KIAA0391	1	Skipped Exon_1	Same Direction	0.118		0.121
JC	Event_91	Alternative 5' Splice Site	chr14	+	ENSG00000100897	DCAF11	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.157	
JCEC	Event_91	Alternative 5' Splice Site	chr14	+	ENSG00000100897	DCAF11	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.157	
JC	Event_398	Alternative 5' Splice Site	chr14	-	ENSG00000100908	EMC9	1	Alternative 5' Splice Site_1				-0.128
JCEC	Event_398	Alternative 5' Splice Site	chr14	-	ENSG00000100908	EMC9	1	Alternative 5' Splice Site_1				-0.128
JC	Event_1268	Retained Intron	chr14	-	ENSG00000100911	PSME2	1	Retained Intron_1			0.403	-0.464
JCEC	Event_1545	Retained Intron	chr14	-	ENSG00000100911	PSME2	2	Retained Intron_2			0.315	-0.412
JCEC	Event_1546	Retained Intron	chr14	-	ENSG00000100911	PSME2	3	Retained Intron_3	Unique to shRYBP vs Control		-0.167	
JCEC	Event_1642	Retained Intron	chr14	-	ENSG00000100911	PSME2	4	Retained Intron_4	Same Direction	0.184		0.184
JC	Event_3310	Skipped Exon	chr20	+	ENSG00000101003	GINS1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.766		
JCEC	Event_3310	Skipped Exon	chr20	+	ENSG00000101003	GINS1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.766		
JC	Event_858	Mutually Exclusive Exon	chr20	-	ENSG00000101019	UQCC1	1	Mutually Exclusive Exon_1			-0.193	0.189
JCEC	Event_858	Mutually Exclusive Exon	chr20	-	ENSG00000101019	UQCC1	1	Mutually Exclusive Exon_1			-0.193	0.189
JC	Event_894	Mutually Exclusive Exon	chr20	-	ENSG00000101040	ZMYND8	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.132	
JCEC	Event_894	Mutually Exclusive Exon	chr20	-	ENSG00000101040	ZMYND8	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.132	
JC	Event_2977	Skipped Exon	chr20	+	ENSG00000101052	IFT52	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.108		
JCEC	Event_4945	Skipped Exon	chr20	+	ENSG00000101052	IFT52	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.123		
JCEC	Event_487	Alternative 5' Splice Site	chr20	-	ENSG00000101096	NFATC2	1	Alternative 5' Splice Site_1				-0.322
JC	Event_3655	Skipped Exon	chr20	-	ENSG00000101190	TCFL5	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.504		
JC	Event_2657	Skipped Exon	chr20	-	ENSG00000101198	NKAIN4	1	Skipped Exon_1	Same Direction	0.435	0.179	0.256
JCEC	Event_2657	Skipped Exon	chr20	-	ENSG00000101198	NKAIN4	1	Skipped Exon_1	Same Direction	0.435	0.179	0.256
JC	Event_2985	Skipped Exon	chr20	+	ENSG00000101310	SEC23B	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.228		
JC	Event_2986	Skipped Exon	chr20	+	ENSG00000101310	SEC23B	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.195		
JC	Event_2390	Skipped Exon	chr20	+	ENSG00000101333	PLCB4	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.139	-0.12	
JC	Event_3426	Skipped Exon	chr20	+	ENSG00000101333	PLCB4	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.401		
